id,From,To,Voltage,Reactance,Resistance,Circuits,ThermalLimit
l743_2,n3500,n8046,380,8.530311777,1.040281924,2,2.58
l537_2,n3490,n8046,380,11.65552381,1.421405343,2,2.58
l1033_2,n4653,n8047,380,1.923833266,0.234613813,2,2.58
l759_2,n4627,n8047,380,6.431376118,0.784314161,2,2.58
l757_2,n4779,n8047,380,2.690197638,0.328072883,2,2.58
l908_2,n5661,n8051,380,4.401159409,0.536726757,2,2.58
l907_2,n5694,n8051,380,14.57359295,1.777267433,2,2.58
l1028_2,n8051,n8052,380,3.151868652,0.384374226,2,2.58
l7484_2,n5739,n8052,380,2.779686571,0.338986167,2,2.58
l931_2,n5659,n8052,380,3.303992379,0.4029259,2,2.58
l980_2,n7967,n8066,380,8.975575715,1.094582404,2,2.58
l7308_2,n5597,n8066,380,1.310278329,0.15979004,2,2.58
l11460_2,n3467,n7889,380,12.032484,1.467376097,3,2.58
l521_2,n3320,n3348,220,4.244906206,0.846160706,3,1.29
l903_2,n4601,n4611,220,13.83920114,2.758644745,3,1.29
l6951_2,n4622,n4633,220,2.977463293,0.593514278,3,1.29
l867_2,n4716,n4733,220,3.854388205,0.768316586,3,1.29
l866_2,n4716,n4781,220,4.110677899,0.819404232,3,1.29
l882_2,n5674,n5680,220,2.937412617,0.585530754,3,1.29
l6466_2,n5669,n5711,220,2.273305772,0.453150652,3,1.29
l6465_2,n5735,n7486,220,1.87494172,0.373742536,3,1.29
l10880_2,n5669,n7486,220,3.463500415,0.690398754,3,1.29
l10881_2,n5710,n7486,220,4.720555976,0.940974613,3,1.29
l522_2,n3320,n7984,220,3.71752081,0.741034048,3,1.29
l532_2,n3305,n3311,380,2.974263079,0.36271501,3,2.58
l635_2,n3304,n3313,380,12.77854682,1.558359368,3,2.58
l531_2,n3315,n3319,380,13.58203867,1.65634618,3,2.58
l11480_2,n3455,n3457,380,17.15031241,2.091501513,3,2.58
l609_2,n3455,n3467,380,28.66094208,3.495236839,3,2.58
l628_2,n3472,n3483,380,12.47895007,1.521823179,3,2.58
l629_2,n3490,n3495,380,16.24704108,1.981346473,3,2.58
l6682_2,n3457,n3735,380,2.874227702,0.350515573,3,2.58
l608_2,n3461,n3735,380,6.154731136,0.750576968,3,2.58
l639_2,n3317,n4512,380,9.760401094,1.190292816,3,2.58
l876_2,n4518,n4554,380,14.44560938,1.761659681,3,2.58
l6686_2,n3467,n4616,380,5.536033993,0.675126097,3,2.58
l821_2,n4634,n4635,380,1.941854302,0.2368115,3,2.58
l822_2,n4630,n4635,380,3.337691057,0.407035495,3,2.58
l6950_2,n4623,n4635,380,2.986053575,0.364152875,3,2.58
l11386_2,n4637,n4639,380,2.890341487,0.352480669,3,2.58
l615_2,n4585,n4641,380,3.316910382,0.404501266,3,2.58
l791_2,n4585,n4643,380,2.738265114,0.33393477,3,2.58
l612_2,n4630,n4651,380,7.709808555,0.940220556,3,2.58
l618_2,n4649,n4651,380,4.876535778,0.594699485,3,2.58
l611_2,n4623,n4655,380,2.98680245,0.364244201,3,2.58
l824_2,n4651,n4655,380,2.099337051,0.256016714,3,2.58
l858_2,n4653,n4657,380,4.029062104,0.491349037,3,2.58
l616_2,n4643,n4667,380,7.138624813,0.870564002,3,2.58
l619_2,n4666,n4667,380,2.801765143,0.341678676,3,2.58
l1039_2,n4667,n4669,380,5.436524174,0.662990753,3,2.58
l595_2,n4671,n4673,380,2.740906039,0.334256834,3,2.58
l617_2,n4667,n4674,380,2.655983427,0.323900418,3,2.58
l1038_2,n4674,n4675,380,5.890007558,0.718293605,3,2.58
l526_2,n4655,n4675,380,11.38014797,1.387822923,3,2.58
l621_2,n4674,n4677,380,5.644063512,0.688300428,3,2.58
l605_2,n4657,n4681,380,15.68640013,1.912975625,3,2.58
l596_2,n4673,n4690,380,2.066525082,0.252015254,3,2.58
l622_2,n4690,n4693,380,13.69050224,1.669573443,3,2.58
l624_2,n4674,n4694,380,15.24331168,1.858940449,3,2.58
l623_2,n4694,n4695,380,8.80881183,1.074245345,3,2.58
l528_2,n4695,n4699,380,15.30793844,1.86682176,3,2.58
l630_2,n4616,n4708,380,4.33277126,0.528386739,3,2.58
l597_2,n4588,n4722,380,2.685431207,0.327491611,3,2.58
l644_2,n4729,n4730,380,11.76051884,1.434209615,3,2.58
l641_2,n4730,n4737,380,14.62680122,1.783756246,3,2.58
