ID,Node,Technology,Fuel,Capacity,Efficiency,Emission,VariableCost,Latitude,Longitude
p360,n4634,steam,lignite,138,0.3088,0.363610181,30.30657577,51.05744518,6.577080395
p361,n4634,steam,lignite,131,0.3088,0.363610181,30.30657577,51.05744518,6.577080395
p362,n4634,steam,lignite,133,0.3136,0.363610181,30.08897902,51.05744518,6.577080395
p363,n4553,steam,lignite,60,0.3232,0.363610181,29.67317532,51.07114395,12.26081401
p364,n4779,steam,lignite,45,0.3832,0.363610181,27.54641319,50.8608,6.8402
p365,n4779,steam,lignite,66,0.3808,0.363610181,27.61861587,50.8608,6.8402
p366,n5539,ccgt,gas,37.5,0.4245,0.201965655,74.31088698,52.58950001,13.5586524
p367,n5539,ccgt,gas,37.5,0.4245,0.201965655,74.31088698,52.58950001,13.5586524
p368,n5539,ccgt,gas,37.5,0.4245,0.201965655,74.31088698,52.58950001,13.5586524
p369,n5539,ccgt,gas,37.5,0.4245,0.201965655,74.31088698,52.58950001,13.5586524
p370,n4763,steam,gas,20,0.34725,0.201965655,87.82915867,51.98513,9.82246
p371,n3484,ccgt,gas,65,0.44935,0.201965655,70.7017752,48.717611,9.374917
p372,n3484,ccgt,gas,50,0.35705,0.201965655,86.63942567,48.717611,9.374917
p373,n3484,ccgt,gas,57,0.36415,0.201965655,85.12661222,48.717611,9.374917
p374,n3484,ccgt,gas,81,0.37125,0.201965655,83.67166261,48.717611,9.374917
p375,n5552,steam,gas,15.1,0.40475,0.201965655,76.49536993,53.85625,13.7101
p376,n7261,ccgt,gas,47,0.50615,0.201965655,63.78313527,49.988218,9.155761
p377,n3498,steam,gas,29,0.371,0.201965655,82.72194732,48.38008,10.90143
p378,n3498,ccgt,gas,28.8,0.4742,0.201965655,67.47092756,48.40099,10.93576
p379,n3498,steam,gas,18,0.3835,0.201965655,80.28802275,48.37509,10.90277
p380,n4764,steam,gas,9.7,0.406,0.201965655,76.28463647,50.800266,10.220563
p381,n7272,steam,gas,17.8,0.42975,0.201965655,72.51362307,51.983192,11.87656
p382,n4741,ccgt,gas,78,0.50615,0.201965655,63.78313527,51.25308,9.4379
p383,n4630,steam,gas,3,0.40725,0.201965655,76.07519664,50.94563,6.66496
p384,n4544,ccgt,gas,444,0.4458,0.201965655,71.1927282,52.51172353,13.4209156
p385,n5539,ccgt,gas,211,0.37125,0.201965655,83.67166261,52.52185624,13.31109524
p386,n4544,steam,gas,144,0.3785,0.201965655,81.24230124,52.42520804,13.30976486
p387,n4544,steam,gas,144,0.381,0.201965655,80.76203116,52.42520804,13.30976486
p388,n4503,ccgt,gas,66,0.4387,0.201965655,72.19847123,51.802609,11.751511
p389,n4750,steam,gas,23,0.386,0.201965655,79.82015435,52.033503,8.539061
p390,n4750,ccgt,gas,37.5,0.47775,0.201965655,67.03681486,52.033503,8.539061
p391,n4750,steam,gas,41,0.371,0.201965655,82.72194732,52.033503,8.539061
p392,n7682,ccgt,gas,106,0.46,0.201965655,69.2743827,51.633861,12.299357
p393,n4675,steam,gas,20.7,0.4185,0.201965655,74.24653924,51.48333333,7.216666667
p394,n4677,steam,gas,44,0.431,0.201965655,72.32666111,51.50795,7.25029
p395,n5667,steam,gas,22.1,0.3035,0.201965655,99.32957303,52.904778,9.658513
p396,n4657,steam,gas,95,0.42975,0.201965655,72.51362307,50.73382,7.08055
p397,n4556,steam,gas,36,0.40975,0.201965655,75.66015054,51.512175,13.97109
p398,n4534,ccgt,gas,160,0.4387,0.201965655,72.19847123,52.394167,12.418056
p399,n4776,ccgt,gas,20,0.35705,0.201965655,86.63942567,52.278611,10.514722
p400,n4776,ccgt,gas,74,0.4955,0.201965655,64.95955713,52.278611,10.514722
p401,n4776,ccgt,gas,25,0.33575,0.201965655,91.56175793,52.278611,10.514722
p402,n5662,steam,gas,155,0.3785,0.201965655,81.24230124,53.06008,8.87328
p403,n5739,ccgt,gas,14.8,0.4671,0.201965655,68.35894871,53.12099,8.734776
p404,n5645,ccgt,gas,444.5,0.5168,0.201965655,62.65519983,53.12891,8.68524
p405,n4855,steam,gas,11.4,0.41225,0.201965655,75.25013836,49.81082,9.01169
p406,n4731,ccgt,gas,13.5,0.4458,0.201965655,71.1927282,51.40845951,8.599935409
p407,n3318,ccgt,gas,120,0.46355,0.201965655,68.81316037,48.186212,12.845768
p408,n3318,steam,gas,47.5,0.416,0.201965655,74.64436014,48.17679,12.73056
p409,n4676,ccgt,gas,10.2,0.42805,0.201965655,73.76964367,51.57442,7.29794
p410,n4676,steam,gas,0.9,0.41975,0.201965655,74.04940584,51.57442,7.29794
p411,n4521,steam,gas,57.2,0.396,0.201965655,78.00775503,50.856981,12.923096
p412,n4725,ccgt,gas,94.6,0.50615,0.201965655,63.78313527,49.884879,8.650067
p413,n7890,ccgt,gas,10,0.45645,0.201965655,69.74277925,49.8828183,8.628718585
p414,n3319,ccgt,gas,6.7,0.4529,0.201965655,70.21851874,48.640307,12.463436
p415,n3319,ccgt,gas,6.7,0.4529,0.201965655,70.21851874,48.640307,12.463436
p416,n4623,ccgt,gas,586.3,0.46,0.201965655,69.2743827,51.07908,6.82871
p417,n4691,steam,gas,26,0.4185,0.201965655,74.24653924,51.51973,7.47697
p418,n4527,ccgt,gas,263,0.44225,0.201965655,71.6915631,51.042119,13.708597
p419,n4664,steam,gas,40,0.416,0.201965655,74.64436014,51.390662,6.747783
p420,n4664,ccgt,gas,234,0.47775,0.201965655,67.03681486,51.390662,6.747783
p421,n4627,steam,gas,14,0.42725,0.201965655,72.89082893,50.77284,6.49003
p422,n4627,steam,gas,2.9,0.37225,0.201965655,82.47119915,50.77701,6.48605
p423,n4633,ccgt,gas,100,0.46,0.201965655,69.2743827,51.22138,6.73131
p424,n4633,ccgt,gas,64.7,0.3677,0.201965655,84.39211393,51.22116,6.73193
p425,n4633,ccgt,gas,66.7,0.3677,0.201965655,84.39211393,51.22116,6.73193
p426,n4633,steam,gas,293,0.3835,0.201965655,80.28802275,51.22138,6.73131
p427,n4654,steam,gas,84,0.3485,0.201965655,87.54300366,51.17565,6.83805
p428,n4664,steam,gas,16.9,0.4285,0.201965655,72.70167581,51.25454,6.78648
p429,n4633,ccgt,gas,595,0.5168,0.201965655,62.65519983,51.223975,6.73537
p430,n3476,steam,gas,4,0.3835,0.201965655,80.28802275,48.26693,9.72626
p431,n4496,steam,gas,46.6,0.40475,0.201965655,76.49536993,51.46561,12.59204
p432,n7672,steam,gas,22.1,0.40475,0.201965655,76.49536993,50.9815566,10.2905599
p433,n8051,ccgt,gas,321,0.3819,0.201965655,81.59067321,53.18969,8.40869
p434,n4757,steam,gas,57,0.4235,0.201965655,73.46498791,49.984,10.65137
p435,n5651,ccgt,gas,52,0.36415,0.201965655,85.12661222,53.34217,7.20624
p436,n5651,steam,gas,433,0.37975,0.201965655,81.00137576,53.34217,7.20624
p437,n4518,steam,gas,11,0.4085,0.201965655,75.86703858,50.978567,11.05158
p438,n4518,ccgt,gas,76.5,0.46,0.201965655,69.2743827,50.989612,11.027635
p439,n4518,ccgt,gas,32.6,0.5097,0.201965655,63.40191949,50.989612,11.027635
p440,n4654,steam,gas,10.2,0.4135,0.201965655,75.04699145,51.21686,6.94733
p441,n4765,ccgt,gas,21.6,0.47775,0.201965655,67.03681486,49.59297,11.00162
p442,n4765,ccgt,gas,6.7,0.5097,0.201965655,63.40191949,49.593492,11.001093
p443,n4625,ccgt,gas,272,0.4813,0.201965655,66.60910607,50.839167,6.321111
p444,n4625,ccgt,gas,272,0.4813,0.201965655,66.60910607,50.839167,6.321111
p445,n5695,steam,gas,75,0.4335,0.201965655,71.95597184,54.804777,9.433357
p446,n4782,ccgt,gas,70,0.47775,0.201965655,67.03681486,50.0856,8.62785
p447,n4782,ccgt,gas,99,0.4387,0.201965655,72.19847123,50.09843,8.65313
p448,n4782,ccgt,gas,56,0.36415,0.201965655,85.12661222,50.0856,8.62785
p449,n7641,steam,gas,13.4,0.42975,0.201965655,72.51362307,50.913038,13.324848
p450,n3455,ccgt,gas,60.1,0.4529,0.201965655,70.21851874,48.020738,7.84588
p451,n3455,steam,gas,27,0.41475,0.201965655,74.84506906,48.00557217,7.842279817
p452,n4715,steam,gas,26.2,0.401,0.201965655,77.13545311,50.56912,9.68128
p453,n4715,steam,gas,8,0.4285,0.201965655,72.70167581,50.56912,9.68128
p454,n7907,steam,gas,74,0.4085,0.201965655,75.86703858,50.9076,12.06102
p455,n4762,steam,gas,18.8,0.411,0.201965655,75.45452096,51.55337,9.93374
p456,n5552,ccgt,gas,14.7,0.4458,0.201965655,71.1927282,54.07039,13.39886
p457,n7273,steam,gas,40,0.4185,0.201965655,74.24653924,47.53971,7.706923
p458,n4734,steam,gas,622,0.38475,0.201965655,80.05332853,50.088553,8.953399
p459,n4746,steam,gas,22,0.406,0.201965655,76.28463647,51.907326,8.408835
p460,n4690,ccgt,gas,230,0.389,0.201965655,80.26665039,51.41103,7.49171
p461,n4497,steam,gas,97,0.41975,0.201965655,74.04940584,51.48096,11.96427
p462,n4497,ccgt,gas,54,0.50615,0.201965655,63.78313527,51.52353,11.94337
p463,n5697,ccgt,gas,127,0.49195,0.201965655,65.36301678,53.52672755,10.06583691
p464,n5697,steam,gas,22.5,0.4035,0.201965655,76.70740905,53.517684,9.950793
p465,n4645,ccgt,gas,417.1,0.4884,0.201965655,65.77234164,51.67395,7.92915
p466,n4645,ccgt,gas,420.9,0.4884,0.201965655,65.77234164,51.67395,7.92915
p467,n4756,ccgt,gas,230,0.50615,0.201965655,63.78313527,52.372917,9.714194
p468,n4756,steam,gas,102,0.38225,0.201965655,80.52425192,52.42,9.648611
p469,n7267,steam,gas,13.5,0.416,0.201965655,74.64436014,49.42158,8.67284
p470,n3497,steam,gas,11.1,0.39225,0.201965655,78.67657543,48.670061,10.150584
p471,n3497,steam,gas,18.9,0.431,0.201965655,72.32666111,48.670061,10.150584
p472,n4690,ccgt,gas,417,0.48485,0.201965655,66.18766052,51.40313,7.4155
p473,n4740,ccgt,gas,109.5,0.34285,0.201965655,89.85302356,50.89401,9.99724
p474,n4770,steam,gas,15.8,0.4135,0.201965655,75.04699145,52.2321963,10.033285
p475,n7282,ccgt,gas,800,0.4813,0.201965655,66.60910607,50.861708,6.842353
p476,n7282,ccgt,gas,430,0.50615,0.201965655,63.78313527,50.861708,6.842353
p477,n4726,ccgt,gas,96.5,0.5026,0.201965655,64.1697363,50.09178,8.53105
p478,n4726,ccgt,gas,86,0.47065,0.201965655,67.91158907,50.09178,8.53105
p479,n7487,ccgt,gas,182,0.4458,0.201965655,71.1927282,50.896881,11.585703
p480,n4605,steam,gas,11.6,0.39975,0.201965655,77.35148286,49.434659,7.760234
p481,n4640,steam,gas,11.4,0.4185,0.201965655,74.24653924,51.72967,6.35865
p482,n3467,ccgt,gas,353,0.4529,0.201965655,70.21851874,49.0125,8.302778
p483,n3466,steam,gas,37,0.3935,0.201965655,78.4522189,49.014444,8.348056
p484,n4742,steam,gas,50,0.39725,0.201965655,77.78762094,51.279099,9.484012
p485,n5683,steam,gas,31,0.376,0.201965655,81.72895788,54.327536,10.12674
p486,n4751,ccgt,gas,201.5,0.389,0.201965655,80.26665039,52.19507,8.6482
p487,n4504,steam,gas,23.4,0.406,0.201965655,76.28463647,52.070093,11.385306
p488,n4659,ccgt,gas,35,0.4387,0.201965655,72.19847123,50.91697,6.95725
p489,n4651,ccgt,gas,413,0.47775,0.201965655,67.03681486,50.97492,6.98803
p490,n4651,ccgt,gas,108,0.4742,0.201965655,67.47092756,51.01781,6.96435
p491,n4651,steam,gas,15.5,0.36975,0.201965655,82.97439089,51.017899,6.964045
p492,n4659,ccgt,gas,15.8,0.46355,0.201965655,68.81316037,50.94308239,7.085239192
p493,n4651,steam,gas,459.9,0.4335,0.201965655,71.95597184,50.974896,6.987769
p494,n4639,steam,gas,25.8,0.41975,0.201965655,74.04940584,51.339183,6.664238
p495,n4639,steam,gas,14,0.40725,0.201965655,76.07519664,51.339183,6.664238
p496,n4639,steam,gas,12.6,0.42975,0.201965655,72.51362307,51.3387609,6.5853417
p497,n4562,ccgt,gas,12.8,0.43515,0.201965655,72.71365018,51.05135,13.01661
p498,n4772,ccgt,gas,13,0.46,0.201965655,69.2743827,52.623451,10.245655
p499,n4745,steam,gas,10.2,0.3885,0.201965655,79.35830742,51.98614,8.80732
p500,n4590,ccgt,gas,56,0.36415,0.201965655,85.12661222,52.54585,9.11363
p501,n4496,ccgt,gas,167,0.4458,0.201965655,71.1927282,51.35119,12.37843
p502,n4752,steam,gas,11.3,0.3885,0.201965655,79.35830742,52.029657,8.907163
p503,n4745,steam,gas,12.8,0.41475,0.201965655,74.84506906,52.026244,8.866597
p504,n4497,ccgt,gas,52,0.4529,0.201965655,70.21851874,51.29976,12.0193
p505,n4497,ccgt,gas,35,0.4387,0.201965655,72.19847123,51.29976,12.0193
p506,n4497,ccgt,gas,35,0.4387,0.201965655,72.19847123,51.29976,12.0193
p507,n4497,ccgt,gas,37,0.4387,0.201965655,72.19847123,51.29976,12.0193
p508,n4651,steam,gas,27,0.38975,0.201965655,79.12960579,51.01443,6.98733
p509,n7786,ccgt,gas,116,0.49905,0.201965655,64.56183751,52.481878,7.306658
p510,n7786,ccgt,gas,116,0.49905,0.201965655,64.56183751,52.481878,7.306658
p511,n7786,ccgt,gas,359,0.36415,0.201965655,85.12661222,52.481878,7.306658
p512,n7786,ccgt,gas,359,0.3677,0.201965655,84.39211393,52.481878,7.306658
p513,n7786,ccgt,gas,887,0.4955,0.201965655,64.95955713,52.481878,7.306658
p514,n7786,steam,gas,66,0.4085,0.201965655,75.86703858,52.560606,7.295164
p515,n5551,steam,gas,37.7,0.431,0.201965655,72.32666111,54.137883,13.667149
p516,n4586,ccgt,gas,43,0.4316,0.201965655,73.23730404,49.51395,8.43151
p517,n4586,ccgt,gas,490,0.47775,0.201965655,67.03681486,49.51373,8.431556
p518,n4586,ccgt,gas,390,0.44935,0.201965655,70.7017752,49.513617,8.431603
p519,n4586,steam,gas,12.5,0.4235,0.201965655,73.46498791,49.45308,8.43364
p520,n4586,ccgt,gas,12,0.47065,0.201965655,67.91158907,49.453181,8.433592
p521,n4619,ccgt,gas,434.2,0.46355,0.201965655,68.81316037,50.026426,8.237935
p522,n4619,ccgt,gas,335,0.37835,0.201965655,82.27131927,50.0252,8.24292
p523,n7798,ccgt,gas,17.2,0.47775,0.201965655,67.03681486,49.53071,8.47088
p524,n4674,ccgt,gas,61.1,0.36415,0.201965655,85.12661222,51.68037,7.09688
p525,n4674,ccgt,gas,77.6,0.3677,0.201965655,84.39211393,51.68037,7.09688
p526,n4674,steam,gas,60.6,0.4335,0.201965655,71.95597184,51.68037,7.09688
p527,n4613,ccgt,gas,42,0.4316,0.201965655,73.23730404,50.321134,7.233907
p528,n4641,steam,gas,24,0.40725,0.201965655,76.07519664,51.46935,6.64358
p529,n4560,steam,gas,34.3,0.411,0.201965655,75.45452096,51.12697,13.715
p530,n3314,ccgt,gas,79.7,0.389,0.201965655,80.26665039,48.1351253,11.5819806
p531,n3314,ccgt,gas,97.9,0.389,0.201965655,80.26665039,48.1351253,11.5819806
p532,n3314,ccgt,gas,97.9,0.389,0.201965655,80.26665039,48.1351253,11.5819806
p533,n3314,ccgt,gas,124.9,0.4742,0.201965655,67.47092756,48.1351253,11.5819806
p534,n3314,ccgt,gas,123.9,0.4742,0.201965655,67.47092756,48.1351253,11.5819806
p535,n3314,ccgt,gas,127.6,0.4742,0.201965655,67.47092756,48.1351253,11.5819806
p536,n7857,steam,gas,11.1,0.4035,0.201965655,76.70740905,48.3591,11.7903
p537,n7857,steam,gas,7.4,0.41725,0.201965655,74.4448538,48.3591,11.7903
p538,n7857,steam,gas,17.2,0.43225,0.201965655,72.14078049,48.354126,11.77452
p539,n4699,ccgt,gas,100.2,0.47775,0.201965655,67.03681486,51.950086,7.641276
p540,n5596,ccgt,gas,75,0.44935,0.201965655,70.7017752,53.5745,13.295142
p541,n4633,steam,gas,18.9,0.4035,0.201965655,76.70740905,51.2171,6.69654
p542,n3316,steam,gas,25.4,0.4085,0.201965655,75.86703858,48.78789,11.75617
p543,n4770,steam,gas,30.6,0.35475,0.201965655,86.14247755,52.16921,9.7909
p544,n7941,steam,gas,18.1,0.40725,0.201965655,76.07519664,52.61796,7.86188
p545,n4576,ccgt,gas,37.5,0.42095,0.201965655,74.86125922,52.23015,13.30195
p546,n4576,ccgt,gas,36.5,0.41385,0.201965655,75.99033023,52.23015,13.30195
p547,n4576,ccgt,gas,36.5,0.41385,0.201965655,75.99033023,52.23015,13.30195
p548,n4576,ccgt,gas,36.5,0.41385,0.201965655,75.99033023,52.23015,13.30195
p549,n4576,ccgt,gas,36.5,0.41385,0.201965655,75.99033023,52.23015,13.30195
p550,n4760,ccgt,gas,75,0.47775,0.201965655,67.03681486,49.438611,11.060556
p551,n4760,ccgt,gas,75,0.47775,0.201965655,67.03681486,49.438611,11.060556
p552,n4760,ccgt,gas,383,0.36415,0.201965655,85.12661222,49.420836,11.007737
p553,n4760,ccgt,gas,440,0.3748,0.201965655,82.96485911,49.420836,11.007737
p554,n4500,ccgt,gas,4.2,0.43515,0.201965655,72.71365018,49.40593,11.13286
p555,n4500,ccgt,gas,4.2,0.43515,0.201965655,72.71365018,49.40593,11.13286
p556,n4500,ccgt,gas,5.1,0.4387,0.201965655,72.19847123,49.40593,11.13286
p557,n4500,ccgt,gas,5.1,0.44225,0.201965655,71.6915631,49.40593,11.13286
p558,n4662,steam,gas,23.1,0.3785,0.201965655,81.24230124,51.470671,6.861598
p559,n4662,steam,gas,24.5,0.40725,0.201965655,76.07519664,51.470671,6.861598
p560,n4597,ccgt,gas,36,0.176,0.201965655,166.4560221,49.82935,9.14824
p561,n4597,ccgt,gas,64,0.44225,0.201965655,71.6915631,49.82935,9.14824
p562,n8061,steam,gas,30,0.4035,0.201965655,76.70740905,49.59914,8.22096
p563,n3308,steam,gas,5.3,0.39975,0.201965655,77.35148286,47.789499,11.055371
p564,n3308,steam,gas,5.3,0.39725,0.201965655,77.78762094,47.789499,11.055371
p565,n3505,ccgt,gas,41.2,0.389,0.201965655,80.26665039,48.88316,8.6653
p566,n4740,steam,gas,35,0.366,0.201965655,83.74206762,50.81257,9.97797
p567,n4740,steam,gas,17.3,0.42975,0.201965655,72.51362307,50.83971,9.98144
p568,n3324,ccgt,gas,97.9,0.4955,0.201965655,64.95955713,48.78742,12.88246
p569,n4543,steam,gas,81.8,0.4085,0.201965655,75.86703858,52.36605,13.11251
p570,n3304,steam,gas,24,0.41475,0.201965655,74.84506906,47.79598,12.11927
p571,n3304,steam,gas,15.1,0.4135,0.201965655,75.04699145,48.056351,12.185174
p572,n3481,steam,gas,9.8,0.42725,0.201965655,72.89082893,48.49395,9.18563
p573,n4643,ccgt,gas,79,0.37125,0.201965655,83.67166261,51.56489,6.57824
p574,n3848,steam,gas,16,0.3885,0.201965655,79.35830742,47.570794,7.807192
p575,n3304,steam,gas,9.8,0.42725,0.201965655,72.89082893,47.856134,12.134085
p576,n3304,steam,gas,9.2,0.42975,0.201965655,72.51362307,47.85593,12.1341
p577,n3304,steam,gas,4.3,0.4285,0.201965655,72.70167581,47.856134,12.134085
p578,n5542,ccgt,gas,108,0.4458,0.201965655,71.1927282,54.125454,12.081897
p579,n4575,steam,gas,26.5,0.3335,0.201965655,91.11843975,50.686928,11.329303
p580,n4619,ccgt,gas,112.1,0.45645,0.201965655,69.74277925,49.99204,8.41411
p581,n4583,ccgt,gas,75,0.5026,0.201965655,64.1697363,49.223899,7.014899
p582,n7711,steam,gas,38.6,0.4285,0.201965655,72.70167581,49.213706,6.97813
p583,n8046,steam,gas,82,0.37475,0.201965655,81.97472111,47.80811,10.90251
p584,n8046,steam,gas,65,0.43225,0.201965655,72.14078049,47.80811,10.90251
p585,n4556,ccgt,gas,122,0.4387,0.201965655,72.19847123,51.47617,13.8891
p586,n5534,steam,gas,44.9,0.406,0.201965655,76.28463647,53.57787,11.39647
p587,n5534,steam,gas,23,0.406,0.201965655,76.28463647,53.653917,11.372972
p588,n3475,steam,gas,95,0.42975,0.201965655,72.51362307,48.697222,8.999167
p589,n5670,ccgt,gas,173,0.5097,0.201965655,63.40191949,53.6519197,9.5078665
p590,n5670,ccgt,gas,30.7,0.5026,0.201965655,64.1697363,53.65752,9.50198
p591,n4503,ccgt,gas,123,0.4458,0.201965655,71.1927282,51.865527,11.573813
p592,n5556,steam,gas,11.4,0.40725,0.201965655,76.07519664,52.83005,11.10328
p593,n5556,steam,gas,22,0.406,0.201965655,76.28463647,52.6087132,11.8324507
p594,n3483,steam,gas,12.2,0.3985,0.201965655,77.56886787,48.75081,9.1103
p595,n3483,steam,gas,11.3,0.37475,0.201965655,81.97472111,48.75081,9.1103
p596,n3483,steam,gas,11.6,0.3735,0.201965655,82.22212935,48.75081,9.1103
p597,n4783,steam,gas,13.5,0.40725,0.201965655,76.07519664,50.6315,10.69866
p598,n7959,steam,gas,13.4,0.4135,0.201965655,75.04699145,48.510855,9.071463
p599,n4740,steam,gas,33.6,0.36975,0.201965655,82.97439089,50.81319,9.97752
p600,n5658,steam,gas,58.1,0.39975,0.201965655,77.35148286,53.40317,8.12821
p601,n5658,steam,gas,0.5,0.3735,0.201965655,82.22212935,53.40317,8.12821
p602,n3305,steam,gas,415,0.381,0.201965655,80.76203116,48.76702,11.580033
p603,n3305,ccgt,gas,846,0.4955,0.201965655,64.95955713,48.76702,11.580033
p604,n3305,ccgt,gas,545,0.49905,0.201965655,64.56183751,48.76702,11.580033
p605,n7641,steam,gas,13.5,0.42225,0.201965655,73.6586405,50.87413,13.39436
p606,n8028,ccgt,gas,55,0.36415,0.201965655,85.12661222,51.672453,7.709947
p607,n8028,ccgt,gas,55,0.36415,0.201965655,85.12661222,51.672453,7.709947
p608,n8028,ccgt,gas,55,0.36415,0.201965655,85.12661222,51.672453,7.709947
p609,n8028,ccgt,gas,55,0.36415,0.201965655,85.12661222,51.672453,7.709947
p610,n8028,steam,gas,355,0.37975,0.201965655,81.00137576,51.672453,7.709947
p611,n8028,ccgt,gas,355,0.36415,0.201965655,85.12661222,51.672453,7.709947
p612,n8028,ccgt,gas,355,0.36415,0.201965655,85.12661222,51.672453,7.709947
p613,n8028,ccgt,gas,112,0.4032,0.201965655,77.75849407,51.672453,7.709947
p614,n4652,ccgt,gas,51.9,0.4458,0.201965655,71.1927282,50.83051,6.95936
p615,n4619,steam,gas,25,0.421,0.201965655,73.85344306,50.040546,8.253248
p616,n4762,steam,gas,13.2,0.38225,0.201965655,80.52425192,51.318082,9.849008
p617,n3466,steam,gas,13,0.42975,0.201965655,72.51362307,49.047474,8.281602
p618,n7682,steam,gas,40,0.40975,0.201965655,75.66015054,51.643127,12.228892
p619,n4775,steam,gas,10.4,0.43225,0.201965655,72.14078049,52.295298,10.521672
p620,n4722,steam,gas,11.5,0.40225,0.201965655,76.920766,49.66328,8.35894
p621,n3466,steam,gas,59,0.4235,0.201965655,73.46498791,49.06996,8.30702
p622,n6849,steam,gas,19,0.381,0.201965655,80.76203116,52.41852,9.36815
p623,n4671,ccgt,gas,82,0.47775,0.201965655,67.03681486,51.268889,7.200278
p624,n7745,ccgt,gas,23,0.35705,0.201965655,86.63942567,49.800041,9.923136
p625,n7745,ccgt,gas,25,0.43515,0.201965655,72.71365018,49.800041,9.923136
p626,n7745,ccgt,gas,29.5,0.49195,0.201965655,65.36301678,49.800041,9.923136
p627,n7745,ccgt,gas,44.5,0.47775,0.201965655,67.03681486,49.800041,9.923136
p628,n4506,steam,gas,52,0.4085,0.201965655,75.86703858,52.29848,11.67963
p629,n8047,steam,gas,15.1,0.371,0.201965655,82.72194732,50.7055,6.65362
p630,n4590,steam,gas,431,0.37975,0.201965655,81.00137576,52.54585,9.11363
p631,n7261,steam,gas,27,0.411,0.201965655,75.45452096,49.988218,9.155761
p632,n4657,steam,gas,14.4,0.37475,0.201965655,81.97472111,50.73382,7.08055
p633,n4547,ccgt,gas,50,0.49195,0.201965655,65.36301678,51.516748,14.366559
p634,n4741,steam,gas,12.2,0.36475,0.201965655,84.00146765,51.25883,9.43341
p635,n4723,steam,gas,21,0.41975,0.201965655,74.04940584,49.555465,8.663798
p636,n4723,steam,gas,21,0.391,0.201965655,78.90236646,49.555465,8.663798
p637,n5670,steam,gas,190,0.3785,0.201965655,81.24230124,53.6519197,9.5078665
p638,n3507,ccgt,gas,55,0.36415,0.201965655,85.12661222,48.782453,9.231483
p639,n8055,ccgt,gas,55,0.37125,0.201965655,83.67166261,51.98396,8.45139
p640,n4589,ccgt,gas,65,0.3677,0.201965655,84.39211393,52.19004,8.93318
p641,n4589,steam,gas,335,0.38225,0.201965655,80.52425192,52.18696,8.93018
p642,n3314,ccgt,gas,80,0.37125,0.201965655,83.67166261,48.188278,11.594954
p643,n3314,ccgt,gas,80,0.37125,0.201965655,83.67166261,48.188278,11.594954
p644,n4502,ccgt,gas,9,0.4458,0.201965655,71.1927282,51.59421,11.572945
p645,n4544,steam,gas,144,0.37975,0.201965655,81.00137576,52.42520804,13.30976486
p646,n3505,steam,gas,11.3,0.37475,0.201965655,81.97472111,48.88316,8.6653
p647,n4576,ccgt,gas,37.5,0.42095,0.201965655,74.86125922,52.23015,13.30195
p648,n4576,ccgt,gas,37.5,0.42095,0.201965655,74.86125922,52.23015,13.30195
