ID,Node,Technology,Fuel,Capacity,Efficiency,Emission,VariableCost,Latitude,Longitude
p1502,n4679,ccgt,biomass,1.1,1,0,7.2,51.049,8.001
p1503,n4682,ccgt,biomass,1.564,1,0,7.2,50.977453,7.518768
p1504,n4684,ccgt,biomass,0.5,1,0,7.2,50.874,8.058
p1505,n4685,ccgt,biomass,0.124,1,0,7.2,50.929872,8.246613
p1506,n4686,ccgt,biomass,0.933,1,0,7.2,51.361,7.472
p1507,n4688,ccgt,biomass,1.418,1,0,7.2,51.348628,7.695923
p1508,n4691,ccgt,biomass,3.377,1,0,7.2,51.4925,7.503662
p1509,n4692,ccgt,biomass,0.36,1,0,7.2,51.664,8.069
p1510,n4693,ccgt,biomass,0.824,1,0,7.2,51.644,8.069
p1511,n4694,ccgt,biomass,0.137,1,0,7.2,52.212656,7.128754
p1512,n4698,ccgt,biomass,2.668,1,0,7.2,51.985,7.677
p1513,n4702,ccgt,biomass,1.15,1,0,7.2,52.052,8.207
p1514,n4703,ccgt,biomass,0.1,1,0,7.2,52.032,8.207
p1515,n4704,ccgt,biomass,0.5,1,0,7.2,52.292,7.931
p1516,n4711,ccgt,biomass,1.095,1,0,7.2,49.208626,8.589935
p1517,n4712,ccgt,biomass,0.165,1,0,7.2,49.275869,8.964844
p1518,n4713,ccgt,biomass,2.298,1,0,7.2,49.156562,9.298553
p1519,n4714,ccgt,biomass,0.19,1,0,7.2,49.263324,9.547119
p1520,n4715,ccgt,biomass,0.445,1,0,7.2,50.543108,9.672089
p1521,n4718,ccgt,biomass,1.147,1,0,7.2,49.979,8.535
p1522,n4719,ccgt,biomass,0.105,1,0,7.2,49.381479,8.544617
p1523,n4722,ccgt,biomass,0.19,1,0,7.2,49.603591,8.473206
p1524,n4723,ccgt,biomass,1.6,1,0,7.2,49.530557,8.680573
p1525,n4724,ccgt,biomass,0.95,1,0,7.2,49.942,8.8
p1526,n4725,ccgt,biomass,0.354,1,0,7.2,49.922,8.8
p1527,n4728,ccgt,biomass,0.08,1,0,7.2,51.158677,8.388062
p1528,n4729,ccgt,biomass,0.098,1,0,7.2,50.242814,8.760223
p1529,n4730,ccgt,biomass,0.387,1,0,7.2,50.657297,8.705292
p1530,n4736,ccgt,biomass,0.468,1,0,7.2,49.603591,9.363098
p1531,n4737,ccgt,biomass,0.748,1,0,7.2,51.029304,9.258728
p1532,n4738,ccgt,biomass,0.05,1,0,7.2,51.084547,9.025269
p1533,n4739,ccgt,biomass,0.05,1,0,7.2,51.344339,8.896179
p1534,n4740,ccgt,biomass,0.384,1,0,7.2,50.85971,9.621277
p1535,n4741,ccgt,biomass,0.556,1,0,7.2,51.194836,9.529266
p1536,n4743,ccgt,biomass,0.469,1,0,7.2,52.390687,8.893433
p1537,n4747,ccgt,biomass,0.2,1,0,7.2,51.888,8.429
p1538,n4753,ccgt,biomass,0.5,1,0,7.2,51.974,8.952
p1539,n4754,ccgt,biomass,0.66,1,0,7.2,51.707459,8.691559
p1540,n4759,ccgt,biomass,0.582,1,0,7.2,49.950336,10.081329
p1541,n4760,ccgt,biomass,1.985,1,0,7.2,49.407399,10.80368
p1542,n4762,ccgt,biomass,0.625,1,0,7.2,51.466841,9.832764
p1543,n4764,ccgt,biomass,0.3,1,0,7.2,50.942854,10.393066
p1544,n4765,ccgt,biomass,0.477,1,0,7.2,49.628504,11.023407
p1545,n4767,ccgt,biomass,0.252,1,0,7.2,51.47454,11.017914
p1546,n4768,ccgt,biomass,6.1,1,0,7.2,52.379791,9.889069
p1547,n4770,ccgt,biomass,0.442,1,0,7.2,52.198349,9.946747
p1548,n4773,ccgt,biomass,0.384,1,0,7.2,52.338695,10.831146
p1549,n4775,ccgt,biomass,2.224,1,0,7.2,52.268,10.453
p1550,n4777,ccgt,biomass,0.294,1,0,7.2,49.939731,10.259857
p1551,n4780,ccgt,biomass,0.3,1,0,7.2,51.580483,9.394684
p1552,n4781,ccgt,biomass,0.228,1,0,7.2,50.158,8.619
p1553,n4783,ccgt,biomass,0.616,1,0,7.2,50.406767,11.046753
p1554,n4784,ccgt,biomass,0.255,1,0,7.2,50.66252,8.484192
p1555,n4785,ccgt,biomass,0.85,1,0,7.2,50.131143,10.030518
p1556,n4786,ccgt,biomass,0.19,1,0,7.2,50.816348,6.04248
p1557,n4787,ccgt,biomass,0.469,1,0,7.2,49.834,6.699
p1558,n4788,ccgt,biomass,1.252,1,0,7.2,49.814,6.699
p1559,n4789,ccgt,biomass,0.597,1,0,7.2,52.306799,10.680084
p1560,n4791,ccgt,biomass,0.105,1,0,7.2,51.76529,9.249115
p1561,n4847,ccgt,biomass,0.145,1,0,7.2,49.953,7.857
p1562,n4848,ccgt,biomass,0.54,1,0,7.2,49.933,7.857
p1563,n4852,ccgt,biomass,0.12,1,0,7.2,49.155664,9.062347
p1564,n4854,ccgt,biomass,0.14812,1,0,7.2,49.927356,9.908295
p1565,n4855,ccgt,biomass,0.469,1,0,7.2,49.979488,8.97995
p1566,n5534,ccgt,biomass,1.094,1,0,7.2,53.563152,11.46286
p1567,n5536,ccgt,biomass,0.3135,1,0,7.2,53.065976,11.946259
p1568,n5542,ccgt,biomass,1.833,1,0,7.2,54.14366,12.128323
p1569,n5544,ccgt,biomass,0.28,1,0,7.2,54.062,12.28166025
p1570,n5549,ccgt,biomass,0.85,1,0,7.2,54.258807,13.066864
p1571,n5550,ccgt,biomass,1.407,1,0,7.2,53.837943,13.141022
p1572,n5552,ccgt,biomass,0.109,1,0,7.2,54.103,13.601
p1573,n5556,ccgt,biomass,0.706,1,0,7.2,52.733797,11.759491
p1574,n5591,ccgt,biomass,0.311,1,0,7.2,53.792539,13.30307
p1575,n5596,ccgt,biomass,1.546,1,0,7.2,53.574569,13.216553
p1576,n5644,ccgt,biomass,0.6,1,0,7.2,53.108865,8.32489
p1577,n5650,ccgt,biomass,0.806,1,0,7.2,53.057723,7.375946
p1578,n5651,ccgt,biomass,0.1,1,0,7.2,53.384,7.256
p1579,n5658,ccgt,biomass,0.1,1,0,7.2,53.291,8.122
p1580,n5661,ccgt,biomass,0.13,1,0,7.2,53.342353,8.392181
p1581,n5662,ccgt,biomass,2,1,0,7.2,52.990817,8.878326
p1582,n5663,ccgt,biomass,0.24787,1,0,7.2,52.820193,8.982697
p1583,n5664,ccgt,biomass,1.6,1,0,7.2,53.917,9.242
p1584,n5666,ccgt,biomass,0.05,1,0,7.2,53.054,9.234
p1585,n5672,ccgt,biomass,0.15,1,0,7.2,53.961742,9.569092
p1586,n5673,ccgt,biomass,0.45,1,0,7.2,53.006521,10.395813
p1587,n5677,ccgt,biomass,1.308,1,0,7.2,53.443899,9.883575
p1588,n5682,ccgt,biomass,0.396,1,0,7.2,53.568045,10.254364
p1589,n5683,ccgt,biomass,1,1,0,7.2,54.334829,10.118415
p1590,n5684,ccgt,biomass,2.25,1,0,7.2,54.249982,10.162354
p1591,n5686,ccgt,biomass,0.155,1,0,7.2,53.264392,10.441132
p1592,n5687,ccgt,biomass,0.1,1,0,7.2,53.833891,10.548248
p1593,n5688,ccgt,biomass,0.1,1,0,7.2,53.947196,10.881958
p1594,n5690,ccgt,biomass,6.068,1,0,7.2,53.862,10.757
p1595,n5693,ccgt,biomass,0.04,1,0,7.2,52.69969,7.24411
p1596,n5694,ccgt,biomass,0.164,1,0,7.2,53.467613,9.001923
p1597,n5696,ccgt,biomass,0.894,1,0,7.2,54.732,9.407
p1598,n5711,ccgt,biomass,0.36,1,0,7.2,53.618579,9.445496
p1599,n5734,ccgt,biomass,0.099,1,0,7.2,54.922407,7.787933
p1600,n5734,ccgt,biomass,1.786,1,0,7.2,54.792768,9.253235
p1601,n5739,ccgt,biomass,0.536,1,0,7.2,53.025522,8.592682
p1602,n6842,ccgt,biomass,1.13,1,0,7.2,51.628,7.696
p1603,n6843,ccgt,biomass,3.786,1,0,7.2,51.5,6.925
p1604,n6846,ccgt,biomass,0.26,1,0,7.2,49.315,8.648
p1605,n7151,ccgt,biomass,0.192,1,0,7.2,48.80955365,9.357741096
p1606,n7261,ccgt,biomass,1.393,1,0,7.2,50.05625693,9.069206266
p1607,n7264,ccgt,biomass,0.306,1,0,7.2,53.412,7.156
p1608,n7267,ccgt,biomass,0.591,1,0,7.2,49.447,8.598
p1609,n7271,ccgt,biomass,0.545,1,0,7.2,49.083,9.123
p1610,n7272,ccgt,biomass,0.167,1,0,7.2,52.02686869,11.86080573
p1611,n7274,ccgt,biomass,0.17,1,0,7.2,49.98119623,8.852365902
p1612,n7275,ccgt,biomass,6.394,1,0,7.2,52.70540096,13.51945041
p1613,n7276,ccgt,biomass,0.315,1,0,7.2,47.63669112,9.802352407
p1614,n7279,ccgt,biomass,0.095,1,0,7.2,47.90642777,8.413851382
p1615,n7280,ccgt,biomass,0.4072,1,0,7.2,47.964181,8.503418
p1616,n7281,ccgt,biomass,0.08,1,0,7.2,48.75610459,9.442251622
p1617,n7487,ccgt,biomass,0.4,1,0,7.2,50.894372,11.597443
p1618,n7610,ccgt,biomass,0.337,1,0,7.2,52.704683,12.978973
p1619,n7649,ccgt,biomass,0.497,1,0,7.2,47.800242,8.878326
p1620,n7682,ccgt,biomass,2.615,1,0,7.2,51.567681,12.171478
p1621,n7712,ccgt,biomass,0.1,1,0,7.2,50.306007,8.12439
p1622,n7723,ccgt,biomass,1.47,1,0,7.2,51.401,6.503
p1623,n7756,ccgt,biomass,0.07,1,0,7.2,49.60804,10.007172
p1624,n7769,ccgt,biomass,0.248,1,0,7.2,47.538,11.216
p1625,n7783,ccgt,biomass,0.2,1,0,7.2,48.281365,10.06485
p1626,n7786,ccgt,biomass,0.8,1,0,7.2,52.503684,7.337494
p1627,n7798,ccgt,biomass,3,1,0,7.2,49.562634,8.456726
p1628,n7850,ccgt,biomass,0.287,1,0,7.2,48.441045,11.02066
p1629,n7878,ccgt,biomass,0.1,1,0,7.2,53.61695,9.615784
p1630,n7879,ccgt,biomass,0.1,1,0,7.2,53.084952,9.025269
p1631,n7888,ccgt,biomass,0.37,1,0,7.2,49.433,8.308
p1632,n7889,ccgt,biomass,0.08,1,0,7.2,49.413,8.308
p1633,n7897,ccgt,biomass,0.288,1,0,7.2,51.388923,8.856354
p1634,n7907,ccgt,biomass,1.111,1,0,7.2,50.867511,12.062988
p1635,n7933,ccgt,biomass,0.08,1,0,7.2,50.952371,13.808441
p1636,n7934,ccgt,biomass,0.626,1,0,7.2,52.838447,13.314056
p1637,n7938,ccgt,biomass,0.17,1,0,7.2,51.76869,9.770966
p1638,n7941,ccgt,biomass,0.387,1,0,7.2,52.459357,7.969208
p1639,n7944,ccgt,biomass,0.1,1,0,7.2,48.459263,10.453491
p1640,n7959,ccgt,biomass,0.388,1,0,7.2,48.451066,9.185944
p1641,n7976,ccgt,biomass,0.032,1,0,7.2,51.037076,7.546234
p1642,n7983,ccgt,biomass,1.115,1,0,7.2,50.981776,6.227875
p1643,n7984,ccgt,biomass,0.11,1,0,7.2,48.391826,12.788086
p1644,n7998,ccgt,biomass,0.37,1,0,7.2,51.145756,9.125519
p1645,n8013,ccgt,biomass,0.505,1,0,7.2,49.22836,8.894806
p1646,n8043,ccgt,biomass,0.619,1,0,7.2,54.258005,10.053864
p1647,n8045,ccgt,biomass,0.372,1,0,7.2,48.027,10.761
p1648,n8046,ccgt,biomass,0.115,1,0,7.2,48.007,10.761
p1649,n8047,ccgt,biomass,2.829,1,0,7.2,50.771208,6.811523
p1650,n8061,ccgt,biomass,0.997,1,0,7.2,49.561743,8.305664
p1651,n3304,geothermal,sun,18.315,1,0,0,47.941187,11.979218
p1652,n3314,geothermal,sun,7.1,1,0,0,48.266741,11.589203
p1653,n3318,geothermal,sun,5.5,1,0,0,48.20088,12.628784
p1654,n3466,geothermal,sun,4.8,1,0,0,49.019,8.326
p1655,n4616,geothermal,sun,3,1,0,0,49.20414,8.411407
p1656,n4710,geothermal,sun,0.55,1,0,0,49.114332,8.54187
p1657,n5534,geothermal,sun,0.22,1,0,0,53.563152,11.46286
p1658,n5681,geothermal,sun,0.0075,1,0,0,53.712,9.971
p1659,n3303,ror,hydro,8.05574,1,0,0,48.637446,12.172852
p1660,n3304,ror,hydro,35.38148,1,0,0,47.941187,11.979218
p1661,n3305,ror,hydro,1.8045,1,0,0,48.79239,11.501312
p1662,n3306,ror,hydro,0.3435,1,0,0,48.348035,11.260986
p1663,n3307,ror,hydro,2.002,1,0,0,48.087,11.184
p1664,n3308,ror,hydro,2.696,1,0,0,48.067,11.184
p1665,n3309,ror,hydro,5.139,1,0,0,48.277709,11.355743
p1666,n3310,ror,hydro,2.1049,1,0,0,48.862,11.363
p1667,n3311,ror,hydro,0.0215,1,0,0,48.842,11.363
p1668,n3312,ror,hydro,5.6262,1,0,0,48.545705,11.778717
p1669,n3313,ror,hydro,1.6715,1,0,0,48.322474,11.681213
p1670,n3314,ror,hydro,26.2929,1,0,0,48.266741,11.589203
p1671,n3315,ror,hydro,2.24893,1,0,0,48.314255,11.825409
p1672,n3316,ror,hydro,7.6097,1,0,0,48.868328,11.841888
p1673,n3317,ror,hydro,9.5539,1,0,0,48.992834,12.034149
p1674,n3318,ror,hydro,53.24655,1,0,0,48.20088,12.628784
p1675,n3319,ror,hydro,11.6595,1,0,0,48.659222,12.292328
p1676,n3320,ror,hydro,2.8782,1,0,0,48.332517,12.929535
p1677,n3321,ror,hydro,31.08944,1,0,0,48.686,13.035
p1678,n3322,ror,hydro,13.925,1,0,0,48.666,13.035
p1679,n3323,ror,hydro,20.9629,1,0,0,47.528329,11.122284
p1680,n3324,ror,hydro,25.13277,1,0,0,48.801436,12.741394
p1681,n3453,ror,hydro,11.32983,1,0,0,47.707913,7.871704
p1682,n3454,ror,hydro,2.5333,1,0,0,48.114,7.714
p1683,n3455,ror,hydro,2.2391,1,0,0,48.094,7.714
p1684,n3456,ror,hydro,2.809,1,0,0,47.609,7.934
p1685,n3457,ror,hydro,0.216,1,0,0,47.589,7.934
p1686,n3458,ror,hydro,2.138,1,0,0,47.716,8.149
p1687,n3459,ror,hydro,0.559,1,0,0,47.696,8.149
p1688,n3460,ror,hydro,0.8977,1,0,0,47.66,8.205
p1689,n3461,ror,hydro,1.6161,1,0,0,47.64,8.205
p1690,n3462,ror,hydro,10.88275,1,0,0,48.074409,8.386688
p1691,n3463,ror,hydro,9.9385,1,0,0,48.499318,7.878571
p1692,n3464,ror,hydro,56.547,1,0,0,48.762526,8.245239
p1693,n3465,ror,hydro,1.159,1,0,0,48.992834,8.423767
p1694,n3466,ror,hydro,0.0895,1,0,0,49.019,8.326
p1695,n3467,ror,hydro,0.205,1,0,0,48.999,8.326
p1696,n3468,ror,hydro,2.1585,1,0,0,47.810388,8.962097
p1697,n3469,ror,hydro,0.8,1,0,0,47.789171,8.791809
p1698,n3470,ror,hydro,1.032,1,0,0,48.079914,8.528137
p1699,n3471,ror,hydro,6.7975,1,0,0,48.781533,8.567963
p1700,n3472,ror,hydro,11.35338,1,0,0,48.516604,8.749237
p1701,n3473,ror,hydro,2.3179,1,0,0,48.244797,8.861847
p1702,n3474,ror,hydro,3.8603,1,0,0,48.816,8.925
p1703,n3475,ror,hydro,0.0756,1,0,0,48.796,8.925
p1704,n3476,ror,hydro,6.0836,1,0,0,48.242967,9.84375
p1705,n3477,ror,hydro,5.0535,1,0,0,48.037692,9.396057
p1706,n3478,ror,hydro,4.0096,1,0,0,47.708837,9.606171
p1707,n3479,ror,hydro,0.0092,1,0,0,47.622827,9.732513
p1708,n3480,ror,hydro,1.791,1,0,0,48.592051,9.280701
p1709,n3481,ror,hydro,5.6335,1,0,0,48.484756,9.244995
p1710,n3482,ror,hydro,8.0356,1,0,0,48.831,9.134
p1711,n3484,ror,hydro,6.063,1,0,0,48.736267,9.328766
p1712,n3485,ror,hydro,1.9239,1,0,0,48.397297,9.600677
p1713,n3486,ror,hydro,3.79474,1,0,0,48.621109,9.574585
p1714,n3487,ror,hydro,0.0445,1,0,0,49.038,9.352
p1715,n3488,ror,hydro,8.654,1,0,0,49.018,9.352
p1716,n3489,ror,hydro,28.39,1,0,0,47.952225,10.192566
p1717,n3490,ror,hydro,18.9447,1,0,0,47.742094,10.349121
p1718,n3491,ror,hydro,29.55895,1,0,0,47.632082,10.26535
p1719,n3492,ror,hydro,0.74,1,0,0,48.563885,10.421906
p1720,n3493,ror,hydro,1.014,1,0,0,48.493857,10.170593
p1721,n3494,ror,hydro,1.3947,1,0,0,48.209,10.063
p1722,n3495,ror,hydro,2.4292,1,0,0,48.189,10.063
p1723,n3496,ror,hydro,2.132,1,0,0,48.79239,10.095062
p1724,n3497,ror,hydro,1.581,1,0,0,48.622016,10.204926
p1725,n3498,ror,hydro,18.1911,1,0,0,48.424644,10.859985
p1726,n3499,ror,hydro,4.336,1,0,0,48.325,10.783
p1727,n3500,ror,hydro,11.8885,1,0,0,48.305,10.783
p1728,n3501,ror,hydro,1.5481,1,0,0,48.62837,10.829773
p1729,n3502,ror,hydro,0.7321,1,0,0,48.499318,10.8284
p1730,n3503,ror,hydro,1.43,1,0,0,48.670106,9.299927
p1731,n3504,ror,hydro,6.6247,1,0,0,48.643798,8.022766
p1732,n3505,ror,hydro,2.1069,1,0,0,48.946857,8.522644
p1733,n3507,ror,hydro,7.8,1,0,0,48.772483,9.229889
p1734,n3848,ror,hydro,55.034,1,0,0,47.593841,7.874779
p1735,n4497,ror,hydro,5.1421,1,0,0,51.394922,11.943512
p1736,n4499,ror,hydro,5.12005,1,0,0,50.21558,11.179962
p1737,n4500,ror,hydro,10.7708,1,0,0,49.454735,11.306305
p1738,n4501,ror,hydro,3.4835,1,0,0,50.658167,11.532898
p1739,n4502,ror,hydro,2.27166,1,0,0,51.605225,11.455994
p1740,n4503,ror,hydro,2.76,1,0,0,52.011091,11.722412
p1741,n4506,ror,hydro,0.14,1,0,0,52.218,11.746
p1742,n4507,ror,hydro,1.39,1,0,0,51.18709,14.184723
p1743,n4508,ror,hydro,13.651,1,0,0,50.613746,12.786713
p1744,n4509,ror,hydro,11.2251,1,0,0,50.271788,11.78009
p1745,n4510,ror,hydro,13.71875,1,0,0,49.688066,12.049255
p1746,n4511,ror,hydro,5.2241,1,0,0,49.36,12.031
p1747,n4512,ror,hydro,3.917,1,0,0,49.34,12.031
p1748,n4514,ror,hydro,0.9605,1,0,0,50.757,12.079
p1749,n4515,ror,hydro,0.64,1,0,0,50.591,11.722
p1750,n4516,ror,hydro,6.2885,1,0,0,50.571,11.722
p1751,n4517,ror,hydro,0.8125,1,0,0,50.992,11.455
p1752,n4518,ror,hydro,0.38227,1,0,0,50.972,11.455
p1753,n4519,ror,hydro,0.0765,1,0,0,50.877044,11.733398
p1754,n4520,ror,hydro,4.1375,1,0,0,50.86,12.802
p1755,n4521,ror,hydro,0.0844,1,0,0,50.84,12.802
p1756,n4522,ror,hydro,4.01964,1,0,0,50.593699,12.33902
p1757,n4523,ror,hydro,2.857,1,0,0,50.793783,12.532654
p1758,n4524,ror,hydro,3.83,1,0,0,51.126,12.695
p1759,n4525,ror,hydro,1.7657,1,0,0,51.106,12.695
p1760,n4526,ror,hydro,11.2104,1,0,0,50.84844,13.040771
p1761,n4527,ror,hydro,0.9115,1,0,0,51.013755,13.815308
p1762,n4529,ror,hydro,2.95345,1,0,0,51.75849,12.181091
p1763,n4530,ror,hydro,1.85,1,0,0,51.308296,12.685089
p1764,n4532,ror,hydro,0.0605,1,0,0,52.331982,12.139893
p1765,n4534,ror,hydro,0.1,1,0,0,52.555,12.377
p1766,n4536,ror,hydro,0.0055,1,0,0,52.087,13.362
p1767,n4538,ror,hydro,0.136,1,0,0,51.31,13.447
p1768,n4539,ror,hydro,0.04,1,0,0,51.29,13.447
p1769,n4540,ror,hydro,0.2833,1,0,0,51.794178,14.397583
p1770,n4541,ror,hydro,0.035,1,0,0,52.266,13.83
p1771,n4542,ror,hydro,0.25,1,0,0,52.246,13.83
p1772,n4547,ror,hydro,1.01,1,0,0,51.532669,14.441528
p1773,n4548,ror,hydro,0.472,1,0,0,51.363207,14.47998
p1774,n4549,ror,hydro,1.263,1,0,0,51.146617,14.80957
p1775,n4550,ror,hydro,0.83,1,0,0,52.125058,14.61731
p1776,n4551,ror,hydro,0.015,1,0,0,52.409121,12.816925
p1777,n4553,ror,hydro,0.9879,1,0,0,51.268789,12.384338
p1778,n4554,ror,hydro,2.236,1,0,0,50.490716,11.147003
p1779,n4555,ror,hydro,1.67,1,0,0,51.730431,14.595337
p1780,n4556,ror,hydro,0.036,1,0,0,51.501049,14.206696
p1781,n4557,ror,hydro,2.508,1,0,0,51.292841,14.672241
p1782,n4559,ror,hydro,6.895,1,0,0,50.605903,12.97348
p1783,n4560,ror,hydro,124.261,1,0,0,51.094036,13.581848
p1784,n4561,ror,hydro,0.8,1,0,0,51.415482,11.807556
p1785,n4562,ror,hydro,5.808,1,0,0,51.024121,13.130035
p1786,n4575,ror,hydro,2.2775,1,0,0,50.668613,11.35025
p1787,n4576,ror,hydro,0.012,1,0,0,52.302601,13.168488
p1788,n4580,ror,hydro,0.0522,1,0,0,49.473,6.74
p1789,n4581,ror,hydro,0.2715,1,0,0,49.453,6.74
p1790,n4583,ror,hydro,2.5,1,0,0,49.340336,7.029877
p1791,n4587,ror,hydro,0.00357,1,0,0,49.703,8.536
p1792,n4588,ror,hydro,0.0045,1,0,0,49.683,8.536
p1793,n4589,ror,hydro,0.165,1,0,0,52.173089,8.925018
p1794,n4590,ror,hydro,6.287,1,0,0,52.54,9.168
p1795,n4592,ror,hydro,1.5795,1,0,0,51.940032,9.420776
p1796,n4593,ror,hydro,11.2315,1,0,0,51.814558,9.930267
p1797,n4594,ror,hydro,0.08,1,0,0,52.24462,10.180206
p1798,n4595,ror,hydro,9.1734,1,0,0,52.117469,10.443878
p1799,n4596,ror,hydro,0.4805,1,0,0,52.113252,10.965729
p1800,n4597,ror,hydro,11.4571,1,0,0,49.909671,9.360352
p1801,n4598,ror,hydro,4.319,1,0,0,49.351967,6.676941
p1802,n4600,ror,hydro,0.075,1,0,0,49.990967,6.256714
p1803,n4601,ror,hydro,1.4605,1,0,0,49.975,6.527
p1804,n4602,ror,hydro,0.152,1,0,0,49.955,6.527
p1805,n4603,ror,hydro,6.2815,1,0,0,49.688955,6.648102
p1806,n4604,ror,hydro,2.26,1,0,0,50.403266,6.568451
p1807,n4605,ror,hydro,0.0075,1,0,0,49.417,7.701
p1808,n4606,ror,hydro,0.1605,1,0,0,49.397,7.701
p1809,n4607,ror,hydro,0.135,1,0,0,49.421694,7.257843
p1810,n4608,ror,hydro,1.09165,1,0,0,49.398,6.942
p1811,n4610,ror,hydro,1.2295,1,0,0,49.326912,7.36084
p1812,n4611,ror,hydro,0.2793,1,0,0,50.095036,7.003784
p1813,n4612,ror,hydro,1.1145,1,0,0,50.386,7.381
p1814,n4613,ror,hydro,0.028,1,0,0,50.366,7.381
p1815,n4614,ror,hydro,1.89,1,0,0,50.333,7.585
p1816,n4615,ror,hydro,5.176,1,0,0,50.313,7.585
p1817,n4616,ror,hydro,0.207,1,0,0,49.20414,8.411407
p1818,n4617,ror,hydro,3.5825,1,0,0,49.796336,7.724762
p1819,n4618,ror,hydro,0.045,1,0,0,50.05,8.352
p1820,n4619,ror,hydro,5.025,1,0,0,50.03,8.352
p1821,n4621,ror,hydro,8.75575,1,0,0,50.397138,8.11203
p1822,n4625,ror,hydro,0.681,1,0,0,50.831963,6.278687
p1823,n4627,ror,hydro,1.8255,1,0,0,50.830228,6.465454
p1824,n4632,ror,hydro,0.0075,1,0,0,51.212,6.367
p1825,n4633,ror,hydro,0.035,1,0,0,51.163844,6.700287
p1826,n4634,ror,hydro,0.0652,1,0,0,51.061249,6.551971
p1827,n4635,ror,hydro,0.09,1,0,0,51.113869,6.628876
p1828,n4642,ror,hydro,0.1036,1,0,0,51.64,6.617
p1829,n4645,ror,hydro,0.923,1,0,0,51.704,7.831
p1830,n4648,ror,hydro,2.5085,1,0,0,51.217,7.131
p1831,n4649,ror,hydro,2.00342,1,0,0,51.197,7.131
p1832,n4650,ror,hydro,0.595,1,0,0,51.061,6.993
p1833,n4651,ror,hydro,0.015,1,0,0,51.041,6.993
p1834,n4654,ror,hydro,0.055,1,0,0,51.175038,6.870575
p1835,n4657,ror,hydro,0.034,1,0,0,50.778,7.155
p1836,n4660,ror,hydro,0.16,1,0,0,50.897836,7.215271
p1837,n4661,ror,hydro,0.9,1,0,0,51.495065,7.024384
p1838,n4663,ror,hydro,11.55,1,0,0,51.449,6.851
p1839,n4665,ror,hydro,5.8,1,0,0,51.409486,6.937866
p1840,n4668,ror,hydro,2,1,0,0,51.423,7.136
p1841,n4669,ror,hydro,0.08,1,0,0,51.403,7.136
p1842,n4672,ror,hydro,1.23,1,0,0,51.416,7.28
p1843,n4673,ror,hydro,0.66,1,0,0,51.396,7.28
p1844,n4674,ror,hydro,0.1395,1,0,0,51.659779,7.065582
p1845,n4676,ror,hydro,0.13,1,0,0,51.55,7.229
p1846,n4678,ror,hydro,9.04,1,0,0,51.069,8.001
p1847,n4680,ror,hydro,0.56,1,0,0,50.823,7.921
p1848,n4681,ror,hydro,1.7115,1,0,0,50.803,7.921
p1849,n4682,ror,hydro,8.218,1,0,0,50.977453,7.518768
p1850,n4684,ror,hydro,0.0055,1,0,0,50.874,8.058
p1851,n4685,ror,hydro,0.0302,1,0,0,50.929872,8.246613
p1852,n4686,ror,hydro,0.679,1,0,0,51.361,7.472
p1853,n4687,ror,hydro,1.1532,1,0,0,51.341,7.472
p1854,n4688,ror,hydro,18.703,1,0,0,51.348628,7.695923
p1855,n4690,ror,hydro,4,1,0,0,51.417,7.397
p1856,n4691,ror,hydro,6.225,1,0,0,51.4925,7.503662
p1857,n4693,ror,hydro,8.2935,1,0,0,51.644,8.069
p1858,n4694,ror,hydro,0.281,1,0,0,52.212656,7.128754
p1859,n4697,ror,hydro,0.0285,1,0,0,52.334,8.285
p1860,n4698,ror,hydro,0.239,1,0,0,51.985,7.677
p1861,n4699,ror,hydro,0.011,1,0,0,51.965,7.677
p1862,n4700,ror,hydro,0.175,1,0,0,52.258,7.707
p1863,n4701,ror,hydro,0.0615,1,0,0,52.238,7.707
p1864,n4702,ror,hydro,0.0305,1,0,0,52.052,8.207
p1865,n4703,ror,hydro,0.0277,1,0,0,52.032,8.207
p1866,n4704,ror,hydro,0.019,1,0,0,52.292,7.931
p1867,n4707,ror,hydro,0.0225,1,0,0,52.244,8.145
p1868,n4710,ror,hydro,0.0132,1,0,0,49.114332,8.54187
p1869,n4712,ror,hydro,6.917,1,0,0,49.275869,8.964844
p1870,n4713,ror,hydro,3.738,1,0,0,49.156562,9.298553
p1871,n4714,ror,hydro,11.7705,1,0,0,49.263324,9.547119
p1872,n4715,ror,hydro,3.46665,1,0,0,50.543108,9.672089
p1873,n4716,ror,hydro,9.018,1,0,0,50.143466,8.809662
p1874,n4723,ror,hydro,0.34025,1,0,0,49.530557,8.680573
p1875,n4725,ror,hydro,0.0775,1,0,0,49.922,8.8
p1876,n4727,ror,hydro,0.8923,1,0,0,50.789443,8.453979
p1877,n4728,ror,hydro,7.169,1,0,0,51.158677,8.388062
p1878,n4729,ror,hydro,0.5899,1,0,0,50.242814,8.760223
p1879,n4730,ror,hydro,1.5209,1,0,0,50.657297,8.705292
p1880,n4731,ror,hydro,4.0438,1,0,0,51.385495,8.692932
p1881,n4732,ror,hydro,20.469,1,0,0,49.516293,8.945618
p1882,n4733,ror,hydro,0.5257,1,0,0,50.105,8.973
p1883,n4735,ror,hydro,11.8555,1,0,0,49.720928,9.500427
p1884,n4736,ror,hydro,3.713,1,0,0,49.603591,9.363098
p1885,n4737,ror,hydro,0.8124,1,0,0,51.029304,9.258728
p1886,n4738,ror,hydro,0.5292,1,0,0,51.084547,9.025269
